car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_class,days_before_accident
U11089784O,Skoda Rapid,economy,petrol,3.62,2017,128812,2016,wheel_shake,60
o17364992e,Smart ForFour,economy,petrol,3.64,2015,86445,2017,electro_bug,21
w10076088n,Kia Sportage,standart,petrol,4.06,2015,82353,2021,engine_overheat,42
C-2006279f,Audi A4,premium,petrol,2.74,2013,43126,2019,engine_check,127
E39641246E,Kia Sportage,standart,petrol,4.04,2013,36326,2021,gear_stick,33
z14099268L,VW Polo VI,economy,petrol,3.94,2013,40857,2021,engine_ignition,93
V-1025313d,VW Tiguan,economy,petrol,5.58,2016,94462,2017,wheel_shake,7
K20554631n,Nissan Qashqai,standart,petrol,3.66,2011,2783,2020,electro_bug,46
F51416137Z,Renault Sandero,standart,petrol,3.94,2015,80102,2020,engine_ignition,30
b-3264280n,Hyundai Solaris,economy,petrol,4.8,2011,3035,2021,engine_ignition,53
D22362642k,Smart ForFour,economy,petrol,3.92,2013,46592,2014,engine_ignition,55
q-1916829q,Audi A4,premium,petrol,5.92,2017,130541,2020,engine_fuel,31
K-3971663p,Kia Rio X,economy,petrol,4.5,2015,81609,2017,engine_check,15
A-3756325r,VW Tiguan,economy,petrol,4.12,2016,109459,2019,break_bug,16
t50494237j,Nissan Qashqai,standart,petrol,2.72,2012,24621,2019,engine_fuel,32
O-1799431p,VW Polo VI,economy,petrol,5.18,2014,57284,2021,engine_overheat,24
R13692872e,Hyundai Solaris,economy,petrol,3.1,2015,80897,2020,engine_overheat,27
C12335518x,Smart ForFour,economy,petrol,4.18,2014,61183,2018,electro_bug,17
F19492836W,VW Tiguan,economy,petrol,4.5,2017,112855,2020,engine_fuel,25
X-1992655I,Mercedes-Benz GLC,business,petrol,4.24,2014,67172,2015,another_bug,299
l10472079P,Kia Sportage,standart,petrol,3.4,2015,76715,2020,break_bug,9
O-4874952L,VW Tiguan,economy,petrol,6.26,2016,91306,2018,another_bug,16
R-7424780C,MINI CooperSE,business,electro,4.74,2012,30175,2015,break_bug,162
m17609944Y,Hyundai Solaris,economy,petrol,2.98,2012,24309,2015,another_bug,35
i-4390733F,Mini Cooper,business,petrol,4.96,2011,1007,2018,engine_check,202
W-1301331r,Smart Coupe,economy,petrol,4.86,2014,76742,2014,engine_fuel,4
M50269450O,Hyundai Solaris,economy,petrol,4.56,2015,87558,2017,another_bug,16
I17502941F,VW Polo VI,economy,petrol,3.22,2012,26520,2014,another_bug,32
v-9234388J,VW Polo VI,economy,petrol,4.86,2014,54274,2015,another_bug,16
I16979704r,VW Polo VI,economy,petrol,3.88,2014,56409,2018,electro_bug,13
s16218530z,Smart ForTwo,economy,petrol,2.88,2013,39450,2019,gear_stick,9
k-1405918G,Skoda Rapid,economy,petrol,5.3,2013,40347,2017,engine_fuel,4
d-7352777o,VW Polo VI,economy,petrol,5.52,2012,22525,2017,another_bug,27
l61851567T,VW Polo,economy,petrol,5.24,2015,92675,2018,engine_check,55
j-2201624B,Kia Sportage,standart,petrol,5.24,2014,55640,2017,engine_overheat,18
n11802717C,Skoda Rapid,economy,petrol,4.3,2017,132832,2019,engine_fuel,27
j17565618E,Kia Rio X,economy,petrol,4.34,2013,47924,2021,break_bug,29
k16623645q,Smart ForFour,economy,petrol,3.84,2016,103173,2019,another_bug,13
b14467388K,VW Polo VI,economy,petrol,3.0,2011,147,2017,engine_ignition,68
W-6742818R,Renault Kaptur,standart,petrol,5.16,2015,89470,2017,engine_check,34
u22457924s,Skoda Rapid,economy,petrol,2.68,2013,44266,2017,electro_bug,10
t18723800A,Skoda Rapid,economy,petrol,5.16,2015,94179,2018,gear_stick,45
v-7054365O,Skoda Rapid,economy,petrol,4.1,2017,124005,2020,another_bug,75
z-1602998Z,Kia Rio,economy,petrol,3.86,2014,64951,2019,engine_check,30
x-3347185z,Kia Rio X-line,economy,petrol,5.04,2015,97690,2015,gear_stick,24
n-5767544o,Audi A3,premium,petrol,5.28,2017,129974,2019,gear_stick,273
e63361984l,Skoda Rapid,economy,petrol,3.06,2017,122855,2021,gear_stick,44
Y54367590b,Kia Rio,economy,petrol,5.78,2012,18438,2019,engine_ignition,68
y11935658q,Mercedes-Benz E200,business,petrol,3.02,2011,4762,2014,engine_overheat,121
r12380190C,Skoda Rapid,economy,petrol,4.94,2015,87063,2017,gear_stick,21
k19526508X,Audi A4,premium,petrol,3.24,2017,111161,2021,break_bug,86
v53440686O,Kia Sportage,standart,petrol,4.54,2014,70966,2015,engine_fuel,19
P-8697515N,Renault Sandero,standart,petrol,4.94,2015,87015,2017,break_bug,34
A-1737634s,MINI CooperSE,business,electro,5.56,2013,44392,2017,gear_stick,67
m-3564148V,Smart Coupe,economy,petrol,4.62,2013,40082,2022,break_bug,44
p22837387w,VW Tiguan,economy,petrol,3.76,2017,131667,2017,engine_fuel,23
l34820395K,Renault Sandero,standart,petrol,2.68,2015,86364,2018,engine_check,33
y-2198122N,Smart ForTwo,economy,petrol,5.62,2017,115296,2020,engine_ignition,166
T-1279192Y,Smart ForTwo,economy,petrol,3.82,2015,78585,2021,break_bug,34
n-8990441z,Renault Sandero,standart,petrol,6.7,2015,77361,2019,engine_overheat,9
P16794241p,Renault Sandero,standart,petrol,2.86,2011,3520,2017,engine_ignition,68
t73149868J,Hyundai Solaris,economy,petrol,3.62,2015,92167,2016,engine_check,29
j-7040669b,Smart Coupe,economy,petrol,3.62,2016,110782,2015,electro_bug,7
U22436282H,Renault Sandero,standart,petrol,4.1,2014,65503,2020,engine_check,60
p79405056U,Smart ForTwo,economy,petrol,3.7,2017,122555,2018,electro_bug,134
m-1601301c,Renault Sandero,standart,petrol,5.4,2015,89645,2018,engine_check,32
X72181201T,VW Tiguan,economy,petrol,3.08,2017,116955,2018,another_bug,134
t-9455268R,Nissan Qashqai,standart,petrol,3.84,2013,35433,2021,engine_fuel,5
C-1104155H,VW Tiguan,economy,petrol,6.5,2017,118123,2021,break_bug,126
U16248458j,Kia Rio X,economy,petrol,3.94,2013,42241,2020,wheel_shake,3
S-4120469L,Mini Cooper,business,petrol,3.82,2015,80980,2021,engine_fuel,57
n-1232719B,Kia Sportage,standart,petrol,5.04,2015,78278,2019,gear_stick,19
S18963318k,Smart Coupe,economy,petrol,3.62,2014,57045,2016,engine_fuel,6
G-2226752k,Audi Q3,premium,petrol,3.94,2013,44650,2019,gear_stick,199
k93390324e,Mini Cooper,business,petrol,3.56,2015,80585,2018,engine_fuel,13
V-1918392R,Skoda Rapid,economy,petrol,4.92,2014,67785,2020,engine_check,41
N17803792H,Kia Rio,economy,petrol,3.28,2013,48102,2014,gear_stick,42
A32458478u,VW Polo VI,economy,petrol,1.9,2015,86195,2022,engine_check,56
R-1710572o,Skoda Rapid,economy,petrol,4.8,2017,115709,2016,break_bug,34
p81265760I,VW Polo VI,economy,petrol,2.64,2015,87089,2016,engine_overheat,8
v-1155372j,Kia Sportage,standart,petrol,4.7,2013,40945,2022,engine_ignition,24
z73688663a,Skoda Rapid,economy,petrol,3.34,2013,43291,2020,engine_check,30
X-1036784d,VW Polo,economy,petrol,3.46,2013,58090,2016,wheel_shake,11
r-1281369M,Kia Sportage,standart,petrol,3.96,2015,86796,2016,gear_stick,3
e-2751485D,Kia Sportage,standart,petrol,5.06,2014,60168,2019,engine_overheat,28
Q-1670265e,Smart Coupe,economy,petrol,4.66,2014,55577,2018,engine_ignition,42
v-1937023k,Kia Rio,economy,petrol,6.36,2012,22693,2018,break_bug,16
l20591979C,Renault Kaptur,standart,petrol,3.38,2015,84574,2020,break_bug,6
c50744646N,VW Polo,economy,petrol,3.5,2015,86909,2017,another_bug,25
P13663597M,Kia Sportage,standart,petrol,4.16,2015,77634,2016,engine_ignition,62
Q11996423R,VW Polo,economy,petrol,3.92,2014,69295,2015,wheel_shake,10
p33048720U,Renault Sandero,standart,petrol,1.32,2015,83853,2021,engine_fuel,39
W17327191z,Smart Coupe,economy,petrol,4.42,2013,42066,2017,gear_stick,22
X27634860c,VW Polo,economy,petrol,5.16,2014,55548,2016,wheel_shake,4
h11151569D,Smart ForFour,economy,petrol,3.4,2015,79021,2019,gear_stick,22
w13862354L,Kia Sportage,standart,petrol,4.08,2014,57624,2018,engine_check,30
G-1225214b,Kia Sportage,standart,petrol,4.62,2013,45652,2014,engine_check,15
A-1049127W,Hyundai Solaris,economy,petrol,4.68,2011,1990,2016,engine_overheat,22
B-1232981t,Kia Rio X,economy,petrol,4.54,2014,58913,2019,electro_bug,37
m70682170q,Kia Rio X-line,economy,petrol,5.02,2012,24705,2016,break_bug,13
K-1744621w,VW Polo VI,economy,petrol,5.7,2011,3944,2017,wheel_shake,28
V43499402t,Nissan Qashqai,standart,petrol,3.9,2013,39812,2020,another_bug,135
f-2278263a,Renault Kaptur,standart,petrol,4.82,2013,43819,2020,break_bug,10
g-6471498I,MINI CooperSE,business,electro,4.54,2012,19342,2018,another_bug,77
i-3205593N,Smart ForFour,economy,petrol,4.26,2017,113826,2020,engine_fuel,132
l65240349Z,Renault Sandero,standart,petrol,4.22,2015,71849,2022,gear_stick,19
L-2024330N,Kia Sportage,standart,petrol,4.32,2012,26584,2017,engine_check,69
c20826490j,Kia Rio X-line,economy,petrol,3.92,2011,1313,2019,electro_bug,17
c-1675806d,Skoda Rapid,economy,petrol,4.18,2017,131026,2020,wheel_shake,28
Q-2037054s,Renault Sandero,standart,petrol,4.9,2014,64792,2016,gear_stick,20
i-8030392l,Kia Rio X-line,economy,petrol,4.7,2015,84448,2016,engine_ignition,63
H56874337I,Smart ForTwo,economy,petrol,3.56,2016,108452,2018,engine_overheat,52
l-2088564B,VW Polo VI,economy,petrol,4.72,2013,36669,2017,wheel_shake,18
g-1503076Q,Smart ForFour,economy,petrol,6.08,2017,134494,2017,engine_check,144
z22851238e,VW Polo,economy,petrol,2.68,2011,847,2019,gear_stick,10
I-7566385U,Kia Sportage,standart,petrol,4.58,2014,64138,2021,break_bug,20
Z16147645X,Skoda Rapid,economy,petrol,3.7,2015,81430,2021,engine_fuel,4
r-1558153U,Audi Q3,premium,petrol,4.64,2017,126002,2020,electro_bug,266
o-9448236d,Renault Kaptur,standart,petrol,5.68,2013,41695,2019,engine_fuel,21
m17658099N,Hyundai Solaris,economy,petrol,4.02,2014,66759,2020,engine_check,40
q-1536726P,Renault Kaptur,standart,petrol,5.14,2012,19322,2016,another_bug,25
v-1736895l,Skoda Rapid,economy,petrol,5.82,2017,138349,2020,engine_check,35
H-1807268T,VW Polo,economy,petrol,5.34,2014,57017,2020,wheel_shake,18
n-1768418D,Nissan Qashqai,standart,petrol,4.86,2012,21071,2017,engine_fuel,6
k55997232L,Hyundai Solaris,economy,petrol,4.76,2014,65451,2014,gear_stick,10
L-2169697n,Kia Sportage,standart,petrol,4.78,2015,76990,2019,engine_fuel,16
E-5768743C,Mercedes-Benz GLC,business,petrol,4.2,2013,42048,2016,engine_overheat,54
s-4094631m,VW Polo,economy,petrol,5.52,2012,18037,2016,break_bug,26
V20793549R,Renault Sandero,standart,petrol,3.42,2011,2744,2020,another_bug,51
g11868644O,VW Tiguan,economy,petrol,1.86,2013,45175,2020,electro_bug,19
k50823429c,Skoda Rapid,economy,petrol,2.4,2016,94043,2018,engine_ignition,25
T-5659136s,Hyundai Solaris,economy,petrol,4.68,2011,637,2014,engine_ignition,66
Y17601105t,Renault Kaptur,standart,petrol,1.92,2012,22679,2017,gear_stick,22
c60273416t,Renault Kaptur,standart,petrol,4.42,2013,44889,2019,break_bug,10
t21606510Y,Hyundai Solaris,economy,petrol,4.42,2012,22197,2016,engine_ignition,34
R88159240t,VW Polo VI,economy,petrol,3.14,2011,6258,2015,electro_bug,13
L21442805h,Kia Sportage,standart,petrol,3.28,2014,66223,2015,engine_check,33
u-2025209s,Mercedes-Benz GLC,business,petrol,4.28,2015,86541,2020,another_bug,283
I97024995K,Kia Rio X,economy,petrol,4.84,2015,86783,2019,break_bug,16
P95971972i,Kia Rio X-line,economy,petrol,3.98,2013,42404,2019,engine_overheat,19
P10296494R,Kia Rio,economy,petrol,3.96,2015,82558,2018,gear_stick,31
o-1588203t,VW Polo VI,economy,petrol,4.04,2014,61872,2015,engine_check,20
S-1915237T,VW Tiguan,economy,petrol,4.46,2016,99518,2019,engine_fuel,23
u-1715408i,Renault Kaptur,standart,petrol,5.22,2013,42956,2016,engine_check,21
P-7445835e,Renault Kaptur,standart,petrol,4.66,2011,2356,2017,gear_stick,3
Z-3125529h,Smart ForTwo,economy,petrol,4.86,2016,108895,2015,wheel_shake,3
C-1198893D,Kia Rio X-line,economy,petrol,5.24,2012,21941,2016,engine_overheat,5
u-1140095Q,Kia Rio,economy,petrol,4.54,2014,62490,2015,engine_overheat,31
I-8039148a,VW Polo,economy,petrol,5.42,2015,74720,2015,engine_ignition,77
C23250927C,Fiat 500,business,petrol,3.12,2014,65007,2016,engine_overheat,84
i36367577X,Smart Coupe,economy,petrol,4.56,2014,66115,2017,engine_check,51
J-1264842C,MINI CooperSE,business,electro,5.36,2013,42862,2016,engine_overheat,72
X-1729593v,Nissan Qashqai,standart,petrol,4.46,2014,57333,2022,another_bug,81
W18935144W,Nissan Qashqai,standart,petrol,2.68,2012,22306,2019,engine_overheat,23
c-5615180M,Mercedes-Benz GLC,business,petrol,4.44,2013,44817,2015,another_bug,91
a-1993580l,Kia Rio,economy,petrol,5.46,2015,72090,2014,wheel_shake,43
l20015000O,Hyundai Solaris,economy,petrol,4.1,2013,42828,2022,engine_overheat,22
t-1890179i,Kia Sportage,standart,petrol,5.24,2014,65088,2016,engine_check,26
r-2150771s,Hyundai Solaris,economy,petrol,4.36,2011,4907,2014,engine_fuel,4
b-8006722p,VW Tiguan,economy,petrol,5.56,2013,37195,2020,gear_stick,23
h-1013836h,Smart ForFour,economy,petrol,3.5,2017,122683,2016,break_bug,126
O15208534I,Hyundai Solaris,economy,petrol,2.4,2014,59753,2020,engine_ignition,32
a-2094929a,Audi Q3,premium,petrol,5.3,2013,41847,2022,engine_ignition,196
z-1514384W,Kia Rio X-line,economy,petrol,4.9,2011,8034,2015,electro_bug,11
s-1243339h,MINI CooperSE,business,electro,5.66,2013,38906,2016,another_bug,731
Z-1691162B,Mini Cooper,business,petrol,6.04,2015,90795,2019,break_bug,75
P-1412506Z,Volkswagen ID.4 ,premium,electro,4.36,2016,100284,2019,electro_bug,63
I77886789f,Kia Rio X,economy,petrol,4.1,2013,43323,2017,wheel_shake,14
e89496897S,Smart ForTwo,economy,petrol,3.9,2016,95162,2015,wheel_shake,5
H-2061992E,Audi A3,premium,petrol,6.0,2016,109043,2021,another_bug,129
r12485993Y,Kia Rio,economy,petrol,3.24,2015,70966,2022,gear_stick,7
h-4055905a,Kia Rio X-line,economy,petrol,4.56,2015,76401,2018,engine_overheat,16
g66229611W,Hyundai Solaris,economy,petrol,3.9,2014,58485,2022,another_bug,21
t-5576466l,VW Tiguan,economy,petrol,4.82,2015,77152,2021,engine_overheat,80
O13566304w,Hyundai Solaris,economy,petrol,3.98,2015,86024,2015,gear_stick,6
M-1459552x,Renault Sandero,standart,petrol,5.62,2013,38104,2019,break_bug,23
t18819186j,Smart ForFour,economy,petrol,2.04,2017,128730,2018,engine_ignition,190
b-6894725S,Renault Sandero,standart,petrol,3.72,2012,24404,2018,electro_bug,28
U-1517611e,Smart Coupe,economy,petrol,5.3,2016,103648,2022,wheel_shake,18
f-1766985X,Audi A4,premium,petrol,4.66,2017,121303,2021,electro_bug,167
r-4232284g,Kia Sportage,standart,petrol,5.28,2015,81653,2016,engine_ignition,51
u-7756149A,VW Polo VI,economy,petrol,5.08,2013,39926,2017,engine_overheat,56
x-5093569t,Hyundai Solaris,economy,petrol,4.6,2015,86966,2016,another_bug,63
i-1106718P,Tesla Model 3,premium,electro,4.72,2015,75786,2017,engine_ignition,976
m19179340R,Nissan Qashqai,standart,petrol,4.04,2014,62873,2016,engine_ignition,38
p-8676887s,Smart ForFour,economy,petrol,5.54,2015,92117,2019,break_bug,9
O21645254m,Mercedes-Benz E200,business,petrol,3.92,2012,23853,2018,break_bug,28
F18814121v,Renault Kaptur,standart,petrol,2.5,2014,54725,2017,another_bug,28
M-1529406d,Renault Kaptur,standart,petrol,4.2,2014,65717,2021,engine_fuel,4
S-1051984S,Skoda Rapid,economy,petrol,5.48,2016,100108,2020,engine_check,35
v10745703c,VW Tiguan,economy,petrol,4.96,2015,86895,2022,another_bug,62
l57128172Q,Hyundai Solaris,economy,petrol,4.28,2013,39001,2019,gear_stick,5
Z-7997184C,Kia Rio,economy,petrol,3.46,2011,4848,2021,gear_stick,12
z86911952C,Nissan Qashqai,standart,petrol,2.72,2013,37481,2021,electro_bug,11
n-3242143c,Nissan Qashqai,standart,petrol,3.78,2014,62018,2015,electro_bug,8
I29523102L,Nissan Qashqai,standart,petrol,4.02,2015,81963,2017,engine_fuel,4
g-7424670L,Volkswagen ID.4 ,premium,electro,3.02,2013,41778,2020,electro_bug,279
z45708153c,Smart ForTwo,economy,petrol,2.44,2013,42828,2020,engine_overheat,15
P-1980717v,Mini Cooper,business,petrol,5.14,2014,58589,2021,engine_overheat,33
O-2198733k,Renault Kaptur,standart,petrol,3.7,2013,37831,2021,engine_check,20
j21765409E,VW Tiguan,economy,petrol,3.08,2015,70522,2021,another_bug,50
P-2832417U,VW Tiguan,economy,petrol,3.36,2014,61465,2018,engine_check,51
S11905138M,Mercedes-Benz E200,business,petrol,2.64,2015,92250,2016,engine_fuel,14
V21472170q,Smart Coupe,economy,petrol,4.2,2017,106855,2019,break_bug,131
F-5640696g,VW Polo VI,economy,petrol,6.56,2014,56909,2020,another_bug,14
i10103684i,Kia Sportage,standart,petrol,4.44,2013,43672,2018,engine_check,27
L13493904m,Smart Coupe,economy,petrol,3.36,2017,127960,2016,break_bug,146
S17718285e,VW Tiguan,economy,petrol,3.8,2017,132752,2020,engine_overheat,36
W-2201967O,Skoda Rapid,economy,petrol,5.08,2014,59787,2015,another_bug,78
G36366245G,Kia Rio X,economy,petrol,4.96,2015,71765,2019,electro_bug,14
k-1039028Y,Renault Kaptur,standart,petrol,4.36,2011,611,2016,engine_fuel,11
d-2008716O,Smart ForFour,economy,petrol,4.88,2015,81745,2015,another_bug,61
x-1299683h,Kia Rio X-line,economy,petrol,4.28,2013,45221,2021,engine_check,25
r95144569S,Nissan Qashqai,standart,petrol,3.96,2011,2813,2018,break_bug,5
v19098891O,Fiat 500,business,petrol,2.98,2013,44760,2017,break_bug,18
l-5953507c,Hyundai Solaris,economy,petrol,4.46,2015,75389,2017,gear_stick,30
W-1211129e,VW Polo VI,economy,petrol,6.84,2015,77971,2021,engine_check,39
f18094807B,Kia Rio,economy,petrol,4.28,2014,59112,2017,gear_stick,32
W78003964P,Renault Kaptur,standart,petrol,4.08,2013,39147,2016,engine_check,33
X-1621523j,Kia Sportage,standart,petrol,4.44,2012,28954,2017,another_bug,21
V-1546513V,Kia Sportage,standart,petrol,5.22,2012,21239,2015,gear_stick,26
F-8586878o,Renault Kaptur,standart,petrol,4.9,2012,21449,2017,engine_ignition,47
U55413283u,Renault Sandero,standart,petrol,3.56,2015,75781,2017,engine_fuel,22
G60874546x,Kia Sportage,standart,petrol,4.38,2012,21922,2018,break_bug,16
j-3298639y,Smart Coupe,economy,petrol,5.42,2017,118052,2019,engine_fuel,147
a-2231592K,Kia Rio X,economy,petrol,5.88,2012,20475,2017,another_bug,26
u20900113b,VW Polo,economy,petrol,3.8,2015,74795,2016,electro_bug,22
t41251369W,Hyundai Solaris,economy,petrol,3.12,2011,2664,2016,another_bug,57
J-2227260C,Smart ForTwo,economy,petrol,4.78,2013,43498,2020,wheel_shake,3
B23940306W,Kia Rio,economy,petrol,4.86,2015,80499,2016,engine_ignition,92
P10250273P,Nissan Qashqai,standart,petrol,4.14,2011,110,2019,another_bug,28
r22736648k,Kia Rio,economy,petrol,4.2,2015,77703,2016,engine_ignition,49
c46100183j,Skoda Rapid,economy,petrol,3.4,2016,96756,2020,break_bug,51
G62087174h,Renault Kaptur,standart,petrol,4.6,2011,2306,2020,electro_bug,60
q-5999331f,VW Polo VI,economy,petrol,5.7,2014,65042,2021,wheel_shake,4
i13348473C,Renault Kaptur,standart,petrol,3.36,2015,83122,2017,gear_stick,9
L22673753u,VW Tiguan,economy,petrol,4.5,2013,40397,2020,gear_stick,6
c18052201Q,Mercedes-Benz GLC,business,petrol,1.28,2015,80874,2020,break_bug,86
A-1784046i,Smart ForTwo,economy,petrol,5.84,2014,71406,2014,break_bug,13
i93529341g,VW Polo,economy,petrol,3.62,2014,55979,2020,engine_check,37
p22304025u,Skoda Rapid,economy,petrol,3.28,2016,90347,2021,gear_stick,5
m-4969495i,Hyundai Solaris,economy,petrol,4.72,2014,58868,2018,engine_overheat,17
E-4032546h,Kia Rio X,economy,petrol,4.64,2015,76601,2019,engine_ignition,42
t-1355401k,Kia Rio X-line,economy,petrol,5.16,2014,68599,2017,gear_stick,34
I47101924n,Kia Rio X-line,economy,petrol,4.34,2015,85503,2015,engine_check,25
z-1297205A,Hyundai Solaris,economy,petrol,4.26,2012,23620,2022,wheel_shake,7
b15966462n,Kia Rio X-line,economy,petrol,3.98,2014,72725,2019,wheel_shake,8
R-1683951Y,Skoda Rapid,economy,petrol,5.76,2016,98095,2016,another_bug,54
O23711712l,Renault Sandero,standart,petrol,2.8,2013,41779,2016,engine_ignition,70
f-1250190O,Hyundai Solaris,economy,petrol,7.44,2013,42736,2018,engine_overheat,13
B-8541235p,Renault Sandero,standart,petrol,7.02,2011,2624,2022,engine_check,23
A20603057e,Skoda Rapid,economy,petrol,3.8,2016,96366,2016,engine_overheat,51
r89880873T,Renault Sandero,standart,petrol,4.26,2015,79175,2015,engine_overheat,48
T-8925134M,Hyundai Solaris,economy,petrol,3.66,2013,40563,2017,engine_fuel,3
V-9725752D,Nissan Qashqai,standart,petrol,4.18,2013,49244,2019,engine_ignition,66
s19895093b,Renault Sandero,standart,petrol,5.0,2013,36768,2018,engine_fuel,10
x58256990o,VW Tiguan,economy,petrol,4.22,2013,46797,2021,engine_check,57
l-1554787I,Renault Sandero,standart,petrol,4.48,2011,3678,2018,another_bug,85
b-2065373n,Kia Rio,economy,petrol,5.04,2014,60298,2019,engine_check,39
U20118110o,Renault Kaptur,standart,petrol,3.14,2013,47215,2017,electro_bug,17
f17295371z,Smart ForFour,economy,petrol,2.76,2016,98338,2020,wheel_shake,4
H-3434345i,Kia Sportage,standart,petrol,4.88,2015,78186,2017,gear_stick,7
c-1038656M,VW Polo,economy,petrol,4.46,2013,45030,2015,electro_bug,64
b-3993593n,Hyundai Solaris,economy,petrol,3.62,2013,44987,2022,engine_fuel,21
A-4064758I,VW Polo VI,economy,petrol,4.76,2014,69687,2015,wheel_shake,5
p-1862043f,Kia Rio X-line,economy,petrol,5.76,2013,52713,2017,engine_ignition,54
n-3147237F,Smart ForTwo,economy,petrol,4.26,2014,64753,2019,another_bug,31
L18676057l,VW Polo,economy,petrol,3.7,2015,85137,2018,engine_check,46
v77404713z,Nissan Qashqai,standart,petrol,3.28,2015,88356,2019,electro_bug,79
h-2382400T,Kia Rio,economy,petrol,5.22,2015,81850,2017,engine_overheat,50
j-3753181u,Kia Rio X,economy,petrol,4.62,2015,77798,2018,engine_overheat,8
m-1806910Q,Smart ForFour,economy,petrol,5.06,2017,118244,2020,wheel_shake,23
N-1293747R,Nissan Qashqai,standart,petrol,6.06,2015,88345,2018,engine_ignition,29
H-1213278K,Skoda Rapid,economy,petrol,6.4,2016,90556,2016,another_bug,13
k-1284276t,Smart ForTwo,economy,petrol,4.48,2015,91189,2015,electro_bug,46
w-4839718z,Kia Sportage,standart,petrol,5.02,2012,21317,2016,engine_fuel,20
L11781730e,VW Polo,economy,petrol,4.18,2012,22042,2017,engine_ignition,67
X25302782p,BMW 320i,business,petrol,4.12,2015,74560,2019,engine_ignition,118
l-4285389z,Smart ForTwo,economy,petrol,4.28,2016,97182,2020,engine_fuel,6
A-2110919g,VW Polo VI,economy,petrol,5.66,2012,21887,2019,another_bug,24
B28690472s,VW Polo,economy,petrol,3.48,2015,81638,2022,engine_check,50
b-2278301E,Renault Kaptur,standart,petrol,5.32,2012,24009,2019,engine_check,53
n-9660895o,Hyundai Solaris,economy,petrol,4.72,2015,83903,2018,engine_check,50
I92805218s,Kia Sportage,standart,petrol,4.66,2015,78572,2020,another_bug,55
F14265516N,Kia Rio X-line,economy,petrol,3.34,2011,2287,2020,engine_check,44
J38284226P,Volkswagen ID.4 ,premium,electro,4.42,2017,119926,2018,engine_fuel,481
f11975477T,Kia Rio X-line,economy,petrol,3.58,2011,3653,2017,engine_ignition,78
p71128508c,Kia Rio X-line,economy,petrol,5.08,2014,60071,2016,engine_fuel,15
T19870933B,Renault Sandero,standart,petrol,3.86,2014,67318,2021,another_bug,68
L-2146603e,Smart ForTwo,economy,petrol,4.76,2014,60852,2022,engine_overheat,87
G13349292r,Kia Rio X-line,economy,petrol,4.58,2011,4370,2020,engine_overheat,5
c-4737890p,Renault Kaptur,standart,petrol,5.3,2014,62595,2017,gear_stick,41
S15627573c,Kia Sportage,standart,petrol,4.16,2013,41205,2015,another_bug,13
X83844922n,VW Polo,economy,petrol,4.44,2013,37310,2020,another_bug,43
y19652944A,Smart ForFour,economy,petrol,1.92,2015,80035,2015,engine_ignition,34
N-4842662w,Kia Rio X-line,economy,petrol,4.92,2014,62517,2015,wheel_shake,3
W-1949796N,Nissan Qashqai,standart,petrol,4.12,2013,43877,2016,engine_overheat,14
u71964968t,Audi A3,premium,petrol,4.3,2017,110826,2019,another_bug,101
D46039134C,VW Polo VI,economy,petrol,3.78,2013,41639,2019,engine_fuel,19
F11676889s,Kia Rio,economy,petrol,3.6,2013,37417,2019,engine_ignition,55
R-6844153a,Skoda Rapid,economy,petrol,3.72,2014,60084,2022,break_bug,7
n95681185i,Kia Rio X,economy,petrol,4.34,2011,2244,2018,electro_bug,8
y53052788O,Renault Kaptur,standart,petrol,4.76,2014,61702,2015,another_bug,21
e17156131L,Smart ForFour,economy,petrol,2.84,2017,115934,2016,gear_stick,143
I20900258y,Smart ForTwo,economy,petrol,3.8,2014,61049,2019,engine_overheat,6
o87681914x,Nissan Qashqai,standart,petrol,4.7,2015,88268,2018,another_bug,58
Q-5554551x,Renault Kaptur,standart,petrol,5.1,2015,87129,2019,engine_ignition,38
l-1607581F,Smart ForTwo,economy,petrol,3.8,2014,56704,2014,engine_fuel,24
a-9339461G,Nissan Qashqai,standart,petrol,5.0,2013,47895,2020,break_bug,8
n28625799A,Kia Sportage,standart,petrol,3.48,2015,83053,2018,engine_overheat,21
N21890923Q,VW Polo,economy,petrol,4.64,2015,81467,2016,another_bug,17
g-1957069S,VW Polo,economy,petrol,6.04,2014,64332,2019,engine_check,41
e-5741942D,Kia Rio,economy,petrol,5.32,2014,60223,2016,engine_ignition,69
y12023699E,Renault Sandero,standart,petrol,5.28,2013,46366,2021,gear_stick,7
Y-8852975t,Nissan Qashqai,standart,petrol,4.3,2015,72969,2017,engine_ignition,94
L-2247718T,Kia Rio X-line,economy,petrol,5.6,2013,38818,2015,break_bug,8
N19589603r,Skoda Rapid,economy,petrol,5.16,2015,93909,2017,break_bug,15
d37118079d,Skoda Rapid,economy,petrol,3.78,2014,64189,2019,wheel_shake,11
s47589001I,VW Tiguan,economy,petrol,3.26,2017,127367,2018,electro_bug,27
y-1806571O,Smart ForTwo,economy,petrol,5.24,2015,86243,2016,engine_fuel,13
L16050992t,Kia Rio X-line,economy,petrol,4.02,2015,86652,2021,engine_ignition,64
m-4274263Z,Kia Sportage,standart,petrol,3.96,2013,46605,2018,engine_check,21
s33927254Y,VW Polo,economy,petrol,1.88,2015,81699,2019,break_bug,7
